Code;FacNom;FacAdr;FacSuiteAdr;FacCp;FacVille;Expr1006;FacInterloc;LivNom;LivCivilite;LivAdr;LivSuiteAdr;LivCp;LivVille;FacTel;LivPortable;LivInterloc
33759;INGRID MALEYRAN;8 RUE BELLEVUE;;33290;BLANQUEFORT;05 56 95 35 88;PERSO;INGRID MALEYRAN;;8 RUE BELLEVUE;;33290;BLANQUEFORT;05 56 95 35 88;;M.
33760;VEYRET-LATOUR;47 BOULEVARD PIERRE 1ER;CS40002;33491;LE BOUSCAT CEDEX;05 56 17 39 93;SANDRINE PAVELA;VEYRET-LATOUR;;47 BOULEVARD PIERRE 1ER;CS40002;33491;LE BOUSCAT CEDEX;05 56 17 39 93;;M.
33761;DOCTEUR LE HEN;98 BLD ALBERT BRANDENBURG;;33300;BORDEAUX;05 56 50 84 24;M.;DOCTEUR LE HEN;;98 BLD ALBERT BRANDENBURG;;33300;BORDEAUX;05 56 50 84 24;;M.
33762;BUREAU FONCTIONNEL;ETS DEMAILLY;ZA DE LA SOLANE;19000;TULLE;;M.;BUREAU FONCTIONNEL;;ETS DEMAILLY;ZA DE LA SOLANE;19000;TULLE;;;M.
33764;COMPAGNIE FRANCAISE DES TISSUS;25 BLD DE GENEVE;;31200;TOULOUSE;05 61 52 87 59;M.;COMPAGNIE FRANCAISE DES TISSUS;;25 BD DE GENEVE;;31200;TOULOUSE;05 61 52 87 59;;M.
33765;GARAGE DE L'YSER;93 COURS DE L'YSER;;33000;BORDEAUX;05 56 91 48 99;MONSIEUR BONNE;GARAGE DE L'YSER;;93 COURS DE L'YSER;;33000;BORDEAUX;05 56 91 48 99;;M.
33766;LE CHAPON FIN;5 RUE MONTESQUIEU;;33000;BORDEAUX;05 56 00 90 22;MME BOULCH;LE CHAPON FIN;;5 RUE MONTESQUIEU;;33000;BORDEAUX;05 56 00 90 22;;M.
33768;MAIRIE DE ST GERMAIN D ESTEUIL;27 RUE DU BOURG;;33340;ST GERMAIN D ESTEUIL;05 56 09 02 07;M BUGGIN/Fran�oise;MAIRIE DE ST GERMAIN D ESTEUIL;;27 RUE DU BOURG;;33340;ST GERMAIN D ESTEUIL;05 56 09 02 07;;M BUGGIN/Fran�oise
33769;ECOLE DE ST GERMAIN D'ESTEUIL;MAIRIE DE ST GERMAIN;27 RUE DU BOURG;33340;ST GERMAIN D ESTEUIL;;;ECOLE DE ST GERMAIN D'ESTEUIL;;MAIRIE DE ST GERMAIN;27 RUE DU BOURG;33340;ST GERMAIN D ESTEUIL;;;
33771;JEAN-MARC GIMENEZ;ENTREPRISE DE PLATRERIE;5 CHEMIN DES CERISIERS;33340;ST GERMAIN D ESTEUIL;05 56 41 99 04;M.;JEAN-MARC GIMENEZ;;ENTREPRISE DE PLATRERIE;5 CHEMIN DES CERISIERS;33340;ST GERMAIN D ESTEUIL;05 56 41 99 04;;M.
33773;LC CREATION;190 RUE ACHARD;BAT R;33300;BORDEAUX;06 50 33 41 71;M.;LC CREATION;;190 RUE ACHARD;BAT R;33300;BORDEAUX;06 50 33 41 71;;LAURENT COUTENS
33775;EURL GIRARD AUTO PAUILLAC;25 RUE DU MARECHAL JOFFRE;;33250;PAUILLAC;05 56 59 06 14;EURL GIRARD AUTO PAUILLAC;EURL GIRARD AUTO PAUILLAC;;25 RUE DU MARECHAL JOFFRE;;33250;PAUILLAC;05 56 59 06 14;;EURL GIRARD AUTO PAUILLAC
33777;LEXCO CABINET D'AVOCATS;52 RUE THIAC;;33000;BORDEAUX;05 57 22 29 00;MME MARTINEZ;LEXCO CABINET D'AVOCATS;;52 RUE THIAC;;33000;BORDEAUX;05 57 22 29 00;;M.
33778;TEIXEIRA FREDRERIC;4 BIS CHEMIN DE ST SEURIN;;33460;LAMARQUE;06 48 43 41 43;M.;FREDERIQUE TEXEIRA;;4 BIS CHEMIN DE ST SEURIN;;33460;LAMARQUE;06 48 43 41 43;;M.
33779;CHATEAU TOUR PRIGNAC;Lieu dit TARTUGUIERE;;33340;PRIGNAC EN MEDOC;05 56 41 02 19;M.;CHATEAU TOUR PRIGNAC;;Lieu dit TARTUGUIERE;;33340;PRIGNAC EN MEDOC;05 56 41 02 19;;M.
33780;OGF PF ALAIN ROBERT ( Cast );28 COURS MAL DE LATTRE DE TASSIGNY;;33340;LESPARRE;05 56 58 14 76;ALAIN ROBERT;POMPES FUNEBRES A ROBERT;;6 ROUTE D'AVENSAN;;33480;CASTELNAU DE MEDOC;05 56 58 14 76;;ALAIN ROBERT
33785;ISSIMMO;SARL J  COUDERC;130 AVENUE DU MEDOC;33320;EYSINES;05 56 95 82 89;MME COUDERC;ISSIMMO;;SARL J  COUDERC;130 AVENUE DU MEDOC;33320;EYSINES;05 56 95 82 89;;JULIEN COUDERC
33786;BAHOUGNE;40 RUE DE VERDUN;;33340;BLAIGNAN;05 56 09 06 20;BAHOUGNE;BAHOUGNE;SARL;40 RUE DE VERDUN;;33340;BLAIGNAN;05 56 09 06 20;;BAHOUGNE
33787;CHATEAU ROUSSEAU DE SIPIAN;ROUTE DU PORT DE GOULEE;;33340;VALEYRAC;05 56 41 54 92;DELAVEYNE;CHATEAU ROUSSEAU DE SIPIAN;;ROUTE DU PORT DE GOULEE;;33340;VALEYRAC;05 56 41 54 92;;DELAVEYNE
33789;PIERRE ENDUIT;3 RUE CHARLES TELLIER;;33140;VILLENAVE D ORNON;05 57 92 64 76;PIERRE ENDUIT;PIERRE ENDUIT;;3 RUE CHARLES TELLIER;;33140;VILLENAVE D ORNON;05 57 92 64 76;;PIERRE ENDUIT
33790;TUNING SARL;281 AV PIERRE ET MARIE CURIE;ZI NORD;13340;ROGNAC;04 86 30 70 84;FRANCOISE;TUNING SARL;;281 AV PIERRE ET MARIE CURIE;ZI NORD;13340;ROGNAC CEDEX;04 86 30 70 84;;M.
33791;SERVICAD SUD-OUEST;PARC MARCEL DASSAULT;RUE LOUIS BREGUET;34430;ST JEAN DE VEDAS;04 67 22 40 29;M.;SERVICAD SUD OUEST;;PARC MARCEL DASSAULT;RUE LOUIS BREGUET;34430;ST JEAN DE VEDAS;04 67 22 40 29;;M.
33793;PHARMACIE DE BACALAN;35 RUE JOSEPH BRUNET;porte gauche;33300;BORDEAUX;05 56 50 78 19;CAMPET ROMAIN;PHARMACIE DE BACALAN;;35 RUE JOSEPH BRUNET;;33300;BORDEAUX;05 56 50 78 19;;M.CAMPET
33796;SCEA CHATEAU HAUT MAURAC;3 RUE MAZAILS;;33340;ST YZANS DE MEDOC;05 56 09 05 37;M. DECELLE;SCEA CHATEAU HAUT MAURAC;;3 RUE MAZAILS;;33340;ST YZANS DE MEDOC;05 56 09 05 37;COMPTA 05 56 11 12 22;M. DECELLE
33797;DR GELLIS;57 AVENUE ARISTIDE BRIAND;CABINET DE GASTRO-ENTEROLOGIE;33340;LESPARRE MEDOC;05 56 73 37 46;DR GELLIS;DR GELLIS;;57 AVENUE ARISTIDE BRIAND;CABINET DE GASTRO-ENTEROLOGIE;33340;LESPARRE MEDOC;05 56 73 37 46;;DR GELLIS
33798;PHARMACIE DU POUYALET;37 ROUTE DE BORDEAUX;LE POUYALET;33250;PAUILLAC;05 56 59 07 01;M.;PHARMACIE DU POUYALET;;37 ROUTE DE BORDEAUX;LE POUYALET;33250;PAUILLAC;05 56 59 07 01;;M.
33800;KEZI'TIF;SALON DE COIFFURE;17 RUE DU 8 MAI 1945;33180;VERTHEUIL;05 56 41 97 61;KEZI'TIF;KEZI'TIF;;SALON DE COIFFURE;17 RUE DU 8 MAI 1945;33180;VERTHEUIL;05 56 41 97 61;;KEZI'TIF
33802;L'ATELIER GRAPHIQUE;RUE DES MARTYRS DE LA RESISTANCE;;33180;VERTHEUIL;;L'ATELIER GRAPHIQUE;L'ATELIER GRAPHIQUE;;RUE DES MARTYRS DE LA RESISTANCE;;33180;VERTHEUIL;;;L'ATELIER GRAPHIQUE
33806;NO RAGE COLLECTION;52 ROUTE DE BERGERAC;;33750;CAMARSAC;09 80 82 38 98;YOUSSOUF BACAR D;NO RAGE COLLECTION;;52 ROUTE DE BERGERAC;;33750;CAMARSAC;09 80 82 38 98;;M.
33808;GASCOGNE TRAVAUX FORESTIERS;1 ZONE ARTISANALE DE BEAUCHENE;;33250;CISSAC MEDOC;05 56 73 09 65;M.;GASCOGNE TRAVAUX FORESTIERS;;1 ZONE ARTISANALE DE BEAUCHENE;;33250;CISSAC MEDOC;05 56 73 09 65;;M.
33809;GARAGE LOZE;9 ROUTE DE VALEYRAC;;33590;JAU DIGNAC ET LOIRAC;05 56 41 52 10;M.;GARAGE LOZE;;9 ROUTE DE VALEYRAC;;33590;JAU DIGNAC ET LOIRAC;05 56 41 52 10;;M.
33810;MME ARLETTE MARTIN;;;33180;VERTHEUIL;;M.;MME ARLETTE MARTIN;;;;33180;VERTHEUIL;;06 75 18 29 86;M.
33812;ATELIER BULLE;6 RUE LAFAYETTE;;33000;BORDEAUX;09 50 27 72 99;MME ANDRALE;ATELIER BULLE;;6 RUE LAFAYETTE;;33000;BORDEAUX;09 50 27 72 99;;Mme ANDRAL
33813;JEAN CLAUDE LAPARLIERE;;;33340;LESPARRE MEDOC;;M.;JEAN CLAUDE LAPARLIERE;;;;33340;LESPARRE MEDOC;;;M.
33814;JEAN PAUL DESMAVRES;17 ROUTE DU LANTIN;;33340;LESPARRE MEDOC;;M.;JEAN PAUL DESMAVRES;;17 ROUTE DU LANTIN;;33340;LESPARRE MEDOC;;;M.
33815;LABADIE WINES;CHATEAU LABADIE;1 ROUTE DE CHASSEREAU;33340;BEGADAN;05 56 41 55 58;M.;LABADIE WINES;;CHATEAU LABADIE;1 ROUTE DE CHASSEREAU;33340;BEGADAN;05 56 41 55 58;;M.
33816;FILHET ALLARD MARITIME;RUE CERVANTES;MERIGNAC;33735;BORDEAUX CEDEX 9;05 57 53 20 00;M.;FILHET ALLARD MARITIME;;RUE CERVANTES;MERIGNAC;33735;BORDEAUX CEDEX 9;05 57 53 20 00;;M.
33817;DWL FRANCE;CHATEAU DE PANIGON;ROUTE D'ESCURAC;33340;CIVRAC EN MEDOC;06 86 18 63 85;M.;DWL FRANCE;;CHATEAU DE PANIGON;ROUTE D'ESCURAC;33340;CIVRAC EN MEDOC;06 86 18 63 85;;M.
33818;SCI LES FLOTS;8 RUE BELLEVUE;;33290;BLANQUEFORT;;M.;SCI LES FLOTS;;8 RUE BELLEVUE;;33290;BLANQUEFORT;;;M.
33819;CHATEAU PIERRE DE MONTIGNAC;EARL DE MONTIGNAC;1 ROUTE DE MONTIGNAC;33340;CIVRAC EN MEDOC;05 56 73 59 08;M.;CHATEAU PIERRE DE MONTIGNAC;;EARL DE MONTIGNAC;1 ROUTE DE MONTIGNAC;33340;CIVRAC EN MEDOC;05 56 73 59 08;;M.
33820;AF NICOLAS MEYNARD;ARTISAN FERRONNIER;54 RTE DE LESPARRE;33340;GAILLAN MEDOC;05 56 41 40 98;M.;AF NICOLAS MEYNARD;;ARTISAN FERRONNIER;54 ROUTE DE LESPARRE;33340;GAILLAN MEDOC;05 56 41 40 98;;M.
33822;ASSURANCES LAPEYRE;78 AVENUE DU MEDOC;;33320;EYSINES;05 56 17 78 80;M.;ASSURANCES LAPEYRE;;78 AVENUE DU MEDOC;;33320;EYSINES;05 56 17 78 80;;M.
33824;DEDALE ENERGIES;81 COURS GAMBETTA;;33400;TALENCE;05 57 00 14 07;M.;DEDALE ENERGIES;;81 COURS GAMBETTA;;33400;TALENCE;05 57 00 14 07;;M.
33826;SECB;17 ROUTE DE PAUILLAC;;33290;LUDON MEDOC;05 57 88 06 06;SARAH;SECB;;17 ROUTE DE PAUILLAC;;33290;LUDON MEDOC;05 57 88 06 06;;CORALIE RABOT
33828;SAV 16;5 RUE DE LA LIBERATION;;16340;L ISLE D ESPAGNAC;05 45 68 25 27;M.;SAV 16;;5 RUE DE LA LIBERATION;;16340;L ISLE D ESPAGNAC;05 45 68 25 27;;M.
33829;METAL CONCEPT;ZAC DE BELLOC;25 RUE DES FORGERONS;33340;LESPARRE MEDOC;05 56 41 82 23;M.;METAL CONCEPT;;ZAC DE BELLOC;25 RUE DES FORGERONS;33340;LESPARRE MEDOC;05 56 41 82 23;;M.
33832;CAILHAU ERIC;156 LIEU DIT LES QUAYREHOURCS;;33930;VENDAYS MONTALIVET;;M.;CAILHAU ERIC;;156 LIEU DIT LES QUAYREHOURCS;;33930;VENDAYS MONTALIVET;;;M.
33833;TECHNI-SERVICES;16 RUE CORNAC;;33000;BORDEAUX;01 76 64 79 87;M.;TECHNI-SERVICES;;16 RUE CORNAC;;33000;BORDEAUX;01 76 64 79 87;;M.
33834;LE BEC;164 AVENUE DE BORDEAUX;;33340;LESPARRE MEDOC;05 56 59 35 84;M.;LE BEC;;164 AVENUE DE BORDEAUX;;33340;LESPARRE MEDOC;05 56 59 35 84;;M.
33835;TRADITIA MEDICA;127 RUE DE TURENNE;;33000;BORDEAUX;;M.;TRADITIA MEDICA;;127 RUE DE TURENNE;;33000;BORDEAUX;;;M.
33836;TRANSPORTS JLJ;1 RUE DES FICAIRES;;33990;HOURTIN;05 56 73 83 71;M.;TRANSPORTS JLJ;;196 ROUTE DE PAUILLAC;;33990;HOURTIN;05 56 73 83 71;;M.
33837;CLINIQUE MUTUALISTE;64 RUE ARISTIDE BRIAND;;33340;LESPARRE MEDOC;05 56 73 10 00;M.;CLINIQUE MUTUALISTE;;64 RUE ARISTIDE BRIAND;;33340;LESPARRE MEDOC;05 56 73 10 00;;M.
33838;REYNAUD & REBAUDIERES - SYNDIC;46 RUE LECOCQ;;33000;BORDEAUX;05 56 02 41 99;M.;REYNAUD & REBAUDIERES - SYNDIC;;46 RUE LECOCQ;;33000;BORDEAUX;05 56 02 41 99;;Mme B�n�dicte NATTEL
33839;AGENCE BTI;221 AV DU GENERAL DE GAULLE;;33290;BLANQUEFORT;05 56 35 06 35;M.;AGENCE BTI;;221 AV DU GENERAL DE GAULLE;;33290;BLANQUEFORT;05 56 35 06 35;;M.
33840;ARE 33;3 RUE JEAN MOULIN;;33310;LORMONT;05 56 32 89 04;MME LATASTE;ARE 33;;3 RUE JEAN MOULIN;;33310;LORMONT;05 56 32 89 04;;M.
33841;HOMMES ET TERROIRS;6 RUE SAINT ETIENNE;;33000;BORDEAUX;05 57 14 00 40;M.;HOMMES ET TERROIRS;;6 RUE SAINT ETIENNE;;33000;BORDEAUX;05 57 14 00 40;;M.
33843;COLLEGE YVES MONTAND;121 AVENUE DU VALLON VERT;;13190;ALLAUCH;04 91 10 41 00;STEPHANIE MANCEAU;COLLEGE YVES MONTANT;;121 AVENUE DU VALLON VERT;;13190;ALLAUCH;04 91 10 41 00;;M.
33844;SEBASTIEN CAMIN;22 RUE DU COMMERCE;;33250;CISSAC MEDOC;;M.;SEBASTIEN CAMIN;;22 RUE DU COMMERCE;;33250;CISSAC MEDOC;;;M.
33845;ST MICHEL SA - EUROPCAR;BP 30038;;33490;ST MACAIRE;05 56 63 60 27;COMPTA/LAURENCE;EUROPCAR;;12 AVENUE MENDES FRANCE;;33340;LESPARRE MEDOC;05 56 63 60 27;;M.
33847;CHATEAU LA HAYE;46 ROUTE DU MEDOC;LEYSSAC;33180;ST ESTEPHE;05 56 59 32 18;LAURIE LAPOULE;CHATEAU LA HAYE;;46 ROUTE DU MEDOC;LEYSSAC;33180;ST ESTEPHE;05 56 59 32 18;;LAURIE LAPOULE
33848;MAT EQUIP;7 RUE DES GALILEE;ZI DE LA MORANDIERE;33185;LE HAILLAN;05 56 06 06 07;NATHALIE DUFOUR;MAT EQUIP;;7 RUE DES GALILEE;ZI DE LA MORANDIERE;33185;LE HAILLAN;05 56 06 06 07;;M.
33849;JTC CONSTRUCTION;2 ZA DU LUGET;;33290;LE PIAN MEDOC;05 56 05 86 80;KARIN BESANCON;JTC CONSTRUCTION;;2 ZA DU LUGET;;33290;LE PIAN MEDOC;05 56 05 86 80;;M.
33850;MRPOSS;160 COURS DU MEDOC;;33300;BORDEAUX;05 56 29 12 71;M.;MRPOSS;;160 COURS DU MEDOC;;33300;BORDEAUX;05 56 29 12 71;;M.
33852;ACAB;CENTRE EMERAUDE 1 CIDEX 27;61 69 RUE CAMILLE PELLETAN;33150;CENON;;M.;ACAB;;CENTRE EMERAUDE 1 CIDEX 27;61 69 RUE CAMILLE PELLETAN;33150;CENON;;;M.
33854;CTRE DEPT SPECIAL.DE L'ENFANCE;LES CADENEAUX 1ER ETAGE;1239 AV PAUL BRUTUS - BP 25;13758;LES PENNES MIRABEAU CEDEX;04 91 96 00 48;MARTINE TERRUEL;CTRE DEPT SPECIAL DE L'ENFANCE;;LES CADENEAUX - 1ER ETAGE;1239 AV CDT PAUL BRUTUS;13170;LES PENNES MIRABEAU;04 91 96 00 48;;M.
33855;SAS HYERDIS   -  LECLERC;689 AVENUE MARIO BENARD;ZONE ROUBAUD;83400;HYERES LES PALMIERS;04 94 12 56 85;MME DECKMYN;SAS HYERDIS   -  LECLERC;;689 AVENUE MARIO BENARD;ZONE ROUBAUD;83400;HYERES LES PALMIERS;04 94 12 56 85;;M.
33857;LA MEDOCAINE;2 ROUTE DU GRAND VERGER;;33290;LUDON MEDOC;05 57 88 86 30;MONSIEUR WEIRICH;LA MEDOCAINE;;2 ROUTE DU GRAND VERGER;;33290;LUDON MEDOC;05 57 88 86 30;;M.
33858;FIEBM;CARAVANING LOU SOULEI;5 AVENUE DRAIO DE LA MAR;13620;CARRY LE ROUET;04 42 44 75 75;MME NARFIT /M. AUGE;FIEBM;;CARAVANING LOU SOULEI;5 AVENUE DRAIO DE LA MAR;13620;CARRY LE ROUET;04 42 44 75 75;;MME NARFIT /M. AUGE
33859;2G COURTAGE ASSURANCE;44 RUE ROQUELAINE;;31000;TOULOUSE;;M.;2G COURTAGE ASSURANCE;;44 RUE ROQUELAINE;;31000;TOULOUSE;;;M.
33861;BIEC;20 RUE PAUL LOUIS LANDE;;33000;BORDEAUX;09 81 13 95 17;M.;BIEC;;20 RUE PAUL LOUIS LANDE;;33000;BORDEAUX;09 81 13 95 17;;M.
33863;SUD MOTEURS  - SCE ACHATS RDC;2 BLD DES BASSINS DE RADOUB;PORTE A DU PAM - BP 52335;13213;MARSEILLE CEDEX 02;04 91 11 67 13;MURIEL ARLAUD;SUD MOTEURS  - SCE ACHATS RDC;;2 BLD DES BASSINS DE RADOUB;PORTE A DU PAM - BP 52335;13213;MARSEILLE CEDEX 02;04 91 11 67 13;;M.
33864;CLINIQUE MADELEINE REMUZAT;515 RUE ST PIERRE;;13012;MARSEILLE 12EME ARRONDISS;04 96 16 13 36;CLINIQUE MADELEINE REMUZAT;CLINIQUE MADELEINE REMUZAT;;515 RUE ST PIERRE;;13012;MARSEILLE 12EME ARRONDISS;04 96 16 13 36;;M.
33866;CAMPING MUNICIPAL DE NAUJAC;60 ROUTE DU PIN SEC;;33990;NAUJAC SUR MER;05 56 73 00 66;ATAMIAM;CAMPING MUNICIPAL DE NAUJAC;;60 ROUTE DU PIN SEC;;33990;NAUJAC SUR MER;05 56 73 00 66;;ATAMIAM
33867;PATRICK MEYNARD;ENTREPRISE DE MACONNERIE;JUILLAN;33180;VERTHEUIL;05 56 41 97 30;M.;PATRICK MEYNARD;;ENTREPRISE DE MACONNERIE;JUILLAN;33180;VERTHEUIL;05 56 41 97 30;;M.
33868;A2I AQUITAINE INTERIM INSERT;50 RUE DE MARSEILLE;;33000;BORDEAUX;05 57 87 69 37;MME LECOMTE;A2I AQUITAINE INTERIM INSERT;;50 RUE DE MARSEILLE;;33000;BORDEAUX;05 57 87 69 37;;M.
33869;CENTRE TECHNIQUE MUNICIPAL;QUAI CARRIET;;33310;LORMONT;05 57 77 31 10;MME C HERVE;CENTRE TECHNIQUE MUNICIPAL;;QUAI CARRIET;;33310;LORMONT;05 57 77 31 10;;M.
33870;LAIQUE DU PRADO - CJSE;SERVICE COMPTABILITE;143-145 COURS GAMBETTA  BP8;33400;TALENCE;556486564;M.;ALP - SCE CONTROLE JUDICIARE;;1er ETAGE SECRETARIAT;28 rue JUDAIQUE;33000;BORDEAUX;556486564;;M.
33871;LA GABARE MEDOCAINE;18 QUAI LEON PERRIER;;33250;PAUILLAC;05 24 23 18 36;MME AUTET;LA GABARE MEDOCAINE;;18 QUAI LEON PERRIER;;33250;PAUILLAC;05 24 23 18 36;;M.
33872;SYLVIE ROBERT - AVOCAT;48 RUE DU HA;;33000;BORDEAUX;05 56 52 66 67;.;SYLVIE ROBERT - AVOCAT;;48 RUE DU HA;;33000;BORDEAUX;05 56 52 66 67;;M.
33873;ALIENOR CAPITAL;18 ALLEES D'ORLEANS;;33000;BORDEAUX;05 56 81 17 22;LAETITIA RICOUX;ALIENOR CAPITAL;;18 ALLEES D'ORLEANS;;33000;BORDEAUX;05 56 81 17 22;;M.
33874;CENTRAL PHOTO - LAURENT TALON;GALERIE MARCHANDE CTRE LECLERC;ZONE DE BELLOC;33340;LESPARRE MEDOC;05 56 41 01 78;TALON;CENTRAL PHOTO - LAURENT TALON;;GALERIE MARCHANDE CTRE LECLERC;ZONE DE BELLOC;33340;LESPARRE MEDOC;05 56 41 01 78;;TALON
33875;CENTRE MEDICAL PONTIER;37 AVENNUE HENRI PONTIER;;13100;AIX EN PROVENCE;04 42 63 12 16;ANNETTE;CENTRE MEDICAL PONTIER;;37 AVENNUE HENRI PONTIER;;13100;AIX EN PROVENCE;04 42 63 12 16;;M.
33876;AIGUE MARINE - MAISON RETRAITE;1159 CHEMIN DU REIGANEU;QUARTIER LA GUARDUERE;83150;BANDOL;04 94 29 85 16;CHANTAL;AIGUE MARINE - MAISON RETRAITE;;1159 CHEMIN DU REIGANEU;QUARTIER LA GUARDUERE;83150;BANDOL;04 94 29 85 16;;M.
33878;SARL IMMOBILIER CONSEIL;2 IMPASSE DES ESPERADOUS  -  BAT D;LE VALLON DES VIGNES;83330;LE BEAUSSET;04 94 46 92 70;SARL IMMOBILIER CONSEIL;SARL IMMOBILIER CONSEIL;;2 IMPASSE DES ESPERADOUS  -  BAT D;LE VALLON DES VIGNES;83330;LE BEAUSSET;04 94 46 92 70;;M.
33881;CHAMBERY AUTO / MAG;54 RUE PAGES;;33140;VILLENAVE D ORNON;;M.;CHAMBERY AUTO / MAG;;54 RUE PAGES;;33140;VILLENAVE D ORNON;;;M.
33882;FRANCOIS BROCHARD;13 RUE DU CARDINAL DONNET;;33780;SOULAC SUR MER;;M.;FRANCOIS BROCHARD;;13 RUE DU CARDINAL DONNET;;33780;SOULAC SUR MER;;;M.
33883;CODITAL FRANCE;281 AV PIERRE ET MARIE CURIE;ZI NORD;13340;ROGNAC;04 86 30 70 72;PATRICIA POLVORERA;CODITAL FRANCE;;281 AV PIERRE ET MARIE CURIE;ZI NORD;13340;ROGNAC;04 86 30 70 72;;PATRICIA POLVORERA
33884;ARMA TECH SAS;ZA LES PIELETTES;LOT N�14;13740;LE ROVE;04 91 09 97 12;SANTA;ARMATECH SAS;;ZA LES PIELETTES;LOT N�14  -  BP16;13740;LE ROVE;04 91 09 97 12;;M.
33887;DEFFIEUX;80 RUE COMMANDANT ARNOULT;BP42;33023;BORDEAUX CEDEX;05 56 94 09 94;M.;DEFFIEUX;;80 RUE COMMANDANT ARNOULT;BP42;33023;BORDEAUX CEDEX;05 56 94 09 94;;M.
33888;MAISON DU TOURISME ET DU VIN P;LA VERRERIE;;33250;PAUILLAC;05 56 59 03 08;M. COURJAUD;MAISON DU TOURISME ET DU VIN P;;LA VERRERIE;;33250;PAUILLAC;05 56 59 03 08;;M. COURJAUD
33889;D B 3 C;ROUTE DE BORDEAUX;BP 38;47700;CASTELJALOUX;05 53 89 61 30;ELISABETH;D B 3 C;;ROUTE DE BORDEAUX;BP 38;47700;CASTELJALOUX;05 53 89 61 30;;M.
33891;CENTRE RESSOURCE - SCE DOCUM�;POLE D'ACTIV AIX EN PCE;1140 RUE ANDRE AMPERE;13851;AIX EN PROVENCE CEDEX 3;06 79 90 32 78;CLARA;CENTRE RESSOURCE - SCE DOCUM�;;POLE D'ACTIV AIX EN PCE;1140 RUE ANDRE AMPERE;13851;AIX EN PROVENCE CEDEX 3;06 79 90 32 78;;M.
33892;SCA CHATEAU LA GORCE;73 CANTELOUP EST;BLAIGNAN;33340;BLAIGNAN-PRIGNAC;05 56 09 01 22;EMMANUEL MARTIN;SCA CHATEAU LA GORCE;;73 CANTELOUP EST;BLAIGNAN;33340;BLAIGNAN-PRIGNAC;05 56 09 01 22;06 20 64 80 15;EMMANUEL MARTIN
33893;GESFIM;127 QUAI DES CHARTRONS;;33300;BORDEAUX;05 56 43 95 80;ADRIENNE LENTISCO;GESFIM;;127 QUAI DES CHARTRONS;;33300;BORDEAUX;05 56 43 95 80;;M.
33894;SERVICES AUTO;32 IMPASSE ST JULIEN;;33250;ST JULIEN BEYCHEVELLE;;M.;SERVICES AUTO;;32 IMPASSE ST JULIEN;;33250;ST JULIEN BEYCHEVELLE;;;M.
33895;GARRIGOU PATRICE;28 CHEMIN DU GINESTRA;;33340;LESPARRE MEDOC;05 56 41 04 54;M.;GARRIGOU PATRICE;;2 LIEU DIT BERLE;;33340;LESPARRE MEDOC;05 56 41 04 54;;M.
33896;CABINET PELTRIAUX;9 AVENUE RAYMOND MANAUD;BAT C4  - 2EME ETAGE;33521;BRUGES CEDEX;05 56 80 85 80;MME BENARD FRANCOISE;CABINET PELTRIAUX;;9 AVENUE RAYMOND MANAUD;BAT C4  - 2EME ETAGE;33521;BRUGES CEDEX;05 56 80 85 80;;M.
33897;CFA BANQUES AQUITAINE;10 QUAI DE PALUDATE;HALL B;33800;BORDEAUX;05 57 87 46 60;MME KORU AYSE;CFA BANQUES AQUITAINE;;10 QUAI DE PALUDATE;HALL B;33800;BORDEAUX;05 57 87 46 60;;CELINE BRAMI
33898;MAIRIE DE JAU DIGNAC LOIRAC;;;33590;JAU DIGNAC ET LOIRAC;05 56 09 42 12;M.;MAIRIE DE JAU DIGNAC LOIRAC;;;;33590;JAU DIGNAC ET LOIRAC;05 56 09 42 12;;M.
33899;INSERM DRBOD;INSERM DR BORDEAUX;146 RUE LEO-SAIGNAT;33077;BORDEAUX CEDEX;05 57 89 19 79;CHRISTELLE BOULLE;INSERM - U1034;;1 AVENUE DE MAGELLAN;(ENTREE P/HOPITAL HT LEVEQUE);33600;PESSAC;05 57 89 19 79;;M.
33901;LAIQUE DU PRADO  -   EP;SERVICE COMPTABILITE;143-145 COURS GAMBETTA - BP8;33400;TALENCE;556486564;M.BREGAUD;ALP - ENQUETES PENALES;;28 RUE JUDAIQUE;143-145 COURS GAMBETTA - BP8;33000;BORDEAUX;556486564;;M.BREGAUD
33902;CHRISTOPHE RIBEIRO;30 ROUTE DE SARNAC;;33930;VENDAYS MONTALIVET;;M.;MR CHRISTOPHE RIBERI;;30 ROUTE DE SARNAC;;33930;VENDAYS MONTALIVET;;;M.
33903;SIRP DE CIVRAC VALEYRAC;ECOLE DE VALEYRAC;4 RUE DU 11 NOVEMBRE;33340;CIVRAC EN MEDOC;05 56 41 55 73;M.;ECOLE DE VALEYRAC;;20 RUE DU 8 MAI 1945;4 RUE DU 11 NOVEMBRE;33340;VALEYRAC;05 56 41 55 73;;M.
33904;DESEMAC;20 RUE JEAN MERMOZ;;33185;LE HAILLAN;05 57 000 900;RIBIS;DESEMAC;;20 RUE JEAN MERMOZ;;33185;LE HAILLAN;05 57 000 900;;Mme GESTRAUD
33905;ADAVQ;4 RUE DU GENERAL GOURAUD;;33200;BORDEAUX;05 56 08 03 83;ANNE LAURENCE DARON;ADAVQ;;4 RUE DU GENERAL GOURAUD;;33200;BORDEAUX;05 56 08 03 83;;Mme DARON
