Code;FacNom;FacAdr;FacSuiteAdr;FacCp;FacVille;Expr1006;FacInterloc;LivNom;LivCivilite;LivAdr;LivSuiteAdr;LivCp;LivVille;FacTel;LivPortable;LivInterloc
35131;GIP MAISON DE L'EMPLOI;MISSION LOCALE DE HAUTE SAINTONGE;BAT D  -  RESIDENCE PHILIPPE;17500;JONZAC;;;GIP MAISON DE L'EMPLOI;;MISSION LOCALE DE HAUTE SAINTONGE;BAT D  -  RESIDENCE PHILIPPE;17500;JONZAC;;;
35132;RIJOL J-P. SARL;15 AVENUE MGR CHAUVIN;BP40122;17504;JONZAC CEDEX;05 46 48 04 51;RIJOL J-P. SARL;RIJOL J-P. SARL;;15 AVENUE MGR CHAUVIN;BP40122;17504;JONZAC CEDEX;05 46 48 04 51;;RIJOL J-P. SARL
35133;LA CAVE A TITOUNE;45 RUE DU 19 MARS 1962;;33320;EYSINES;05 56 95 81 36;LEON;LA CAVE A TITOUNE;;45 RUE DU 19 MARS 1962;;33320;EYSINES;05 56 95 81 36;06 29 55 06 19;LEON
35134;FCPE JONZAC;10 RUE PAUL BERT;;17500;JONZAC;05 46 48 70 46;FCPE JONZAC;FCPE JONZAC;;10 RUE PAUL BERT;;17500;JONZAC;05 46 48 70 46;;FCPE JONZAC
35135;LES AMIS DE LA TOUR;37 CRS DU MAL DE LATTRE DE TASSIGNY;;33340;LESPARRE MEDOC;06 25 77 60 14;LES AMIS DE LA TOUR;LES AMIS DE LA TOUR;;37 CRS DU MAL DE LATTRE DE TASSIGNY;;33340;LESPARRE MEDOC;06 25 77 60 14;;LES AMIS DE LA TOUR
35136;CAMPING DU RANCH - MR LAOUE;MR JJ LAOUE;4 RUE DE LA BACHE;33990;NAUJAC SUR MER;05 56 76 00 63;CAMPING DU RANCH - MR LAOUE;CAMPING DU RANCH - MR LAOUE;;MR JJ LAOUE;4 RUE DE LA BACHE;33990;NAUJAC SUR MER;05 56 76 00 63;;CAMPING DU RANCH - MR LAOUE
35137;BUT;1 AVENUE FAIDHERBE;;17500;JONZAC;05 46 48 14 20;BUT;BUT;;1 AVENUE FAIDHERBE;;17500;JONZAC;05 46 48 14 20;;BUT
35138;ETS LANDREAU ET FILS;LE BOURG;;17500;LEOVILLE;05 46 70 61 04;ETS LANDREAU ET FILS;ETS LANDREAU ET FILS;;LE BOURG;;17500;LEOVILLE;05 46 70 61 04;;ETS LANDREAU ET FILS
35139;AGENCE ARCHITECTES RAGUENEAU E;80 COURS DE VERDUN;;33000;BORDEAUX;05 56 79 18 28;FARDEAU;AGENCE ARCHITECTES RAGUENEAU E;;80 COURS DE VERDUN;;33000;BORDEAUX;05 56 79 18 28;;FARDEAU
35140;GARAGE CORBI;ROUTE DE MONTLIEU;BP 43;17130;MONTENDRE;05 46 49 23 17;GARAGE CORBI;GARAGE CORBI;;ROUTE DE MONTLIEU;BP 43;17130;MONTENDRE;05 46 49 23 17;;GARAGE CORBI
35141;GARAGE MALLET - CITROEN;LA MALADRERIE;;17500;JONZAC;;;GARAGE MALLET - CITROEN;;LA MALADRERIE;;17500;JONZAC;;;
35142;MAIRIE DE ST SIMON DE BORDES;18 RUE PRINCIPALE;;17500;ST SIMON DE BORDES;;;MAIRIE DE ST SIMON DE BORDES;;18 RUE PRINCIPALE;;17500;ST SIMON DE BORDES;;;
35143;IPRASUP;44 ALLEE DE TOURNY;;33000;BORDEAUX;557886242;Mme MONTEIL;IPRASUP;;44 ALLEE DE TOURNY;;33000;BORDEAUX;557886242;;Mme MONTEIL
35144;ASSOCIATION APIMI;140 RUE HORTENSE;;33100;BORDEAUX;05 56 67 87 06;ASSOCIATION APIMI;ASSOCIATION APIMI;;140 RUE HORTENSE;;33100;BORDEAUX;05 56 67 87 06;;ASSOCIATION APIMI
35145;PERMANENCE PARLEMENTAIRE DE DO;23 ALLEE DE CHARTRES;;33000;BORDEAUX;05 56 48 44 10;PERMANENCE PARLEMENTAIRE DE DO;PERMANENCE PARLEMENTAIRE DE DO;;23 ALLEE DE CHARTRES;;33000;BORDEAUX;05 56 48 44 10;;PERMANENCE PARLEMENTAIRE DE DO
35146;HOTEL DE L'ECU;RESTAURANT DE LA SEUGNE;3 PLACE FILLAUDEAU;17500;JONZAC;05 46 48 50 56;HOTEL DE L'ECU;HOTEL DE L'ECU;;RESTAURANT DE LA SEUGNE;3 PLACE FILLAUDEAU;17500;JONZAC;05 46 48 50 56;;HOTEL DE L'ECU
35147;LOVELYDAYS;151 RUE BOUTHIER;;33100;BORDEAUX;;DERVILLE;LOVELYDAYS;;151 RUE BOUTHIER;;33100;BORDEAUX;;;DERVILLE
35148;PASS-PORT;4 ALLEE ERIC TABARLY;;33310;LORMONT;05 56 32 33 21;ROUSSEAU;PASS-PORT;;4 ALLEE ERIC TABARLY;;33310;LORMONT;05 56 32 33 21;;ROUSSEAU
35149;LES VINS DE CRUS;4 RUE DES AULNES;;33520;BRUGES;05 56 52 53 06;PALLUAUD;LES VINS DE CRUS;;4 RUE DES AULNES;;33520;BRUGES;05 56 52 53 06;;PALLUAUD
35150;PASCAL AUBRIE;;;33200;BORDEAUX;;PASCAL AUBRIE;PASCAL AUBRIE;;;;33200;BORDEAUX;;;PASCAL AUBRIE
35151;SYNDICAT MIXTE DE LA SEUGNE EN;7 RUE TAILLEFER;;17500;JONZAC;;SYNDICAT MIXTE DE LA SEUGNE EN;SYNDICAT MIXTE DE LA SEUGNE EN;;7 RUE TAILLEFER;;17500;JONZAC;;;SYNDICAT MIXTE DE LA SEUGNE EN
35152;COMAT AQUITAINE;2 RUE GUSTAVE EIFFEL;;33290;BLANQUEFORT;;;COMAT AQUITAINE;;2 RUE GUSTAVE EIFFEL;;33290;BLANQUEFORT;;;
35153;ETS GERMAIN;AVENUE CASSIOPEE;ZA GALAXIE 3;33160;ST MEDARD EN JALLES;05 56 57 75 75;POULITOU;ETS GERMAIN;;AVENUE CASSIOPEE;ZA GALAXIE 3;33160;ST MEDARD EN JALLES;05 56 57 75 75;;POULITOU
35154;PE MECA;81 RUE DE LA MORANDIERE;;33185;LE HAILLAN;05 56 13 07 00;BALLAY;PE MECA;;81 RUE DE LA MORANDIERE;;33185;LE HAILLAN;05 56 13 07 00;;BALLAY
35155;ECOLE DE NOTARIAT;7  RUE MABLY;;33000;BORDEAUX;05 56 48 69 60;ECOLE DE NOTARIAT;ECOLE DE NOTARIAT;;7  RUE MABLY;;33000;BORDEAUX;05 56 48 69 60;;ECOLE DE NOTARIAT
35156;COMI SERVICE;10 RUE CASSIOPEE;;33160;ST MEDARD EN JALLES;05 57 92 50 80;FOURNIER;COMI SERVICE;;10 RUE CASSIOPEE;;33160;ST MEDARD EN JALLES;05 57 92 50 80;;FOURNIER
35157;GRENIER SARL- NET PLIAGE;68 RUE DE LA TOUR DE GASSIES;IMPASSE TOUR DE GASSIE;33520;BRUGES;05 47 74 51 80;GRENIER SARL- NET PLIAGE;GRENIER SARL- NET PLIAGE;;68 RUE DE LA TOUR DE GASSIES;IMPASSE TOUR DE GASSIE;33520;BRUGES;05 47 74 51 80;;GRENIER SARL- NET PLIAGE
35158;FOODEX SAS;RUE DE BARCELONE BAT J;CI BORDEAUX FRET;33520;BRUGES;05 40 25 25 25;TOURNANT;FOODEX SAS;;RUE DE BARCELONE BAT J;CI BORDEAUX FRET;33520;BRUGES;05 40 25 25 25;;LEFORT
35159;MAIRIE DE GAILLAN EN MEDOC;2 RUE DE L'HOTEL DE VILLE;;33340;GAILLAN EN MEDOC;05 56 41 03 08;MAIRIE DE GAILLAN EN MEDOC;MAIRIE DE GAILLAN EN MEDOC;;2 RUE DE L'HOTEL DE VILLE;;33340;GAILLAN EN MEDOC;05 56 41 03 08;;MAIRIE DE GAILLAN EN MEDOC
35160;MAIRIE DE MEUX;28 AVENUE DE L'OCEAN;;17500;MEUX;05 46 48 07 75;MAIRIE DE MEUX;MAIRIE DE MEUX;;28 AVENUE DE L'OCEAN;;17500;MEUX;05 46 48 07 75;;MAIRIE DE MEUX
35161;MDG CONSTRUCTION;2 AVENUE BEETHOVEN;;33160;ST MEDARD EN JALLES;09 69 80 88 11;LORENZO;MDG CONSTRUCTION;;2 AVENUE BEETHOVEN;;33160;ST MEDARD EN JALLES;09 69 80 88 11;;LORENZO
35162;CARROSSERIE BRACHET & FILS;136 AVENUE DU MEDOC;;33320;EYSINES;05 56 16 26 25;CARROSSERIE BRACHET & FILS;CARROSSERIE BRACHET & FILS;;136 AVENUE DU MEDOC;;33320;EYSINES;05 56 16 26 25;;CARROSSERIE BRACHET & FILS
35163;LBM CONTENTIEUX;58 RUE JEAN DUVERT;;33290;BLANQUEFORT;09 80 89 26 24;LBM CONTENTIEUX;LBM CONTENTIEUX;;58 RUE JEAN DUVERT;;33290;BLANQUEFORT;09 80 89 26 24;;LBM CONTENTIEUX
35164;COLLEGE DIDIER DAURAT;17 CITE PECHEVRE;;17150;MIRAMBEAU;05 46 49 61 95;COLLEGE DIDIER DAURAT;COLLEGE DIDIER DAURAT;;17 CITE PECHEVRE;;17150;MIRAMBEAU;05 46 49 61 95;;COLLEGE DIDIER DAURAT
35165;CASA FERMETURES;7 IMPASSE ZA DE LANDEGRAND;;33290;PAREMPUYRE;05 56 57 87 69;Ingrid BLANCHARD;CASA FERMETURES;;7 IMPASSE ZA DE LANDEGRAND;;33290;PAREMPUYRE;05 56 57 87 69;;Ingrid BLANCHARD
35166;SIGNATURE PROMOTION;104 QUAI DES CHARTRONS;;33300;BORDEAUX;05 56 36 70 38;Du PENHOAT;SIGNATURE PROMOTION;;104 QUAI DES CHARTRONS;;33300;BORDEAUX;05 56 36 70 38;;Du PENHOAT
35167;SCM CARDIOLOGIE JEAN VILLAR;AVENUE MARYSE BASTIE;BP61;33523;BRUGES CEDEX;05 56 80 48 10;SCM CARDIOLOGIE JEAN VILLAR;SCM CARDIOLOGIE JEAN VILLAR;;AVENUE MARYSE BASTIE;BP61;33523;BRUGES CEDEX;05 56 80 48 10;;SCM CARDIOLOGIE JEAN VILLAR
35168;CLP PEINTURE;2 BIS LIEU DIT GRENIER;;33710;MOMBRIER;05 56 52 56 20;DE ROSSI;CLP PEINTURE;Madame;CHEMIN DE LA HOURCADE;;33440;AMBARES ET LAGRAVE;05 56 52 56 20;;DE ROSSI
35169;DE ROZEVILLE AUTOCARS;98 COURS DU MEDOC;;33300;BORDEAUX;05 56 39 25 79;FORGET;DE ROZEVILLE AUTOCARS;;98 COURS DU MEDOC;;33300;BORDEAUX;05 56 39 25 79;;FORGET
35170;U.I.M.M NOUVELLE AQUITAINE;MAISON DE L'INDUSTRIE;35-37  AV MARYSE BASTIE   BP75;33523;BRUGES CEDEX;05 56 57 44 35;NIETO;U.I.M.M NOUVELLE AQUITAINE;;MAISON DE L'INDUSTRIE;35-37  AV MARYSE BASTIE   BP75;33523;BRUGES CEDEX;05 56 57 44 35;;NIETO
35171;TIVOLI GESTION;30 QUAI DE BACALAN;;33300;BORDEAUX;05 57 22 85 96;VALENTIN;TIVOLI GESTION;;30 QUAI DE BACALAN;;33300;BORDEAUX;05 57 22 85 96;;VALENTIN
35172;THE NINES;60 RUE DES QUEYRIES;;33100;BORDEAUX;;THE NINES;THE NINES;;60 RUE DES QUEYRIES;;33100;BORDEAUX;;;THE NINES
35173;KDI BERAUD SUDREAU;1 RUE GEORGES GUYNEMER;;33290;BLANQUEFORT;05 56 29 27 64/65;BARTHES;KDI BERAUD SUDREAU;;1 RUE GEORGES GUYNEMER;;33290;BLANQUEFORT;05 56 29 27 64/65;;BARTHES
35174;MOON HARBOUR;492 BOULEVARD ALFRED DANEY;;33300;BORDEAUX;05 56 29 86 60;MEDINA;MOON HARBOUR;;492 BOULEVARD ALFRED DANEY;;33300;BORDEAUX;05 56 29 86 60;;MEDINA
35175;CTPI;2 BIS LIEU DIT GRENIER;;33710;MOMBRIER;05 56 52 56 20;CTPI;CTPI;SARL;CHEMIN DE LA HOURCANE;;33440;AMBARES ET LAGRAVE;05 56 52 56 20;;CTPI
35176;INSTITUT DES METIERS DU NOTARI;7 RUE MABLY;;33000;BORDEAUX;05 56 48 69 60;INSTITUT DES METIERS DU NOTARI;INSTITUT DES METIERS DU NOTARI;;7 RUE MABLY;;33000;BORDEAUX;05 56 48 69 60;;INSTITUT DES METIERS DU NOTARI
35177;AQUITAINE LINERS SARL;296 AVENUE PASTEUR;;33185;LE HAILLAN;05 57 92 61 51;AQUITAINE LINERS SARL;AQUITAINE LINERS SARL;;296 AVENUE PASTEUR;;33185;LE HAILLAN;05 57 92 61 51;;AQUITAINE LINERS SARL
35178;SARL JOSSOMME;23 RUE ALEXIS PUYO;;33160;ST MEDARD EN JALLES;;SARL JOSSOMME;SARL JOSSOMME;;23 RUE ALEXIS PUYO;;33160;ST MEDARD EN JALLES;;;SARL JOSSOMME
35179;TONNELLERIE NADALIE;99 RUE LAFONT;;33290;LUDON MEDOC;05 57 10 02 02;TONNELLERIE NADALIE;TONNELLERIE NADALIE;;99 RUE LAFONT;;33290;LUDON MEDOC;05 57 10 02 02;;TONNELLERIE NADALIE
35180;CGV CAISSERIE DES GRANS VIGNOB;145 AVENUE BLAISE PASCAL;;33160;ST MEDARD EN JALLES;05 56 97 56 26;BORDEAU;CGV CAISSERIE DES GRANS VIGNOB;;145 AVENUE BLAISE PASCAL;;33160;ST MEDARD EN JALLES;05 56 97 56 26;;BORDEAU
35181;SAS FERMIERS TOQUES;ZAC BEAUCHENES;;33250;CISSAC MEDOC;09 87 30 30 67;SAS FERMIERS TOQUES;SAS FERMIERS TOQUES;;ZAC BEAUCHENES;;33250;CISSAC MEDOC;09 87 30 30 67;;SAS FERMIERS TOQUES
35182;SERVICE IRM POLYCLINIQUE BX TO;151 RUE DU TONDU;;33000;BORDEAUX;05 56 51 48 44;SERVICE IRM POLYCLINIQUE BX TO;SERVICE IRM POLYCLINIQUE BX TO;;151 RUE DU TONDU;;33000;BORDEAUX;05 56 51 48 44;;SERVICE IRM POLYCLINIQUE BX TO
35183;ISO&FACE 33;1 Domaine de Peychon 33370 TRESSES;;33370;TRESSES;05 57 16 23 27;PAGE;ISO&FACE 33;;1 Domaine de Peychon 33370 TRESSES;;33370;TRESSES;05 57 16 23 27;;PAGE
35184;MAIRIE DE FONTAINES;;;17500;FONTAINES D OZILLAC;;;MAIRIE DE FONTAINES;;;;17500;FONTAINES D OZILLAC;;;
35185;TRANSPORTS MORAUD;370 BOULEVARD ALFRED DANEY;;33300;BORDEAUX;05 57 19 30 49;TRANSPORTS MORAUD;TRANSPORTS MORAUD;;370 BOULEVARD ALFRED DANEY;;33300;BORDEAUX;05 57 19 30 49;;TRANSPORTS MORAUD
35186;AARPI - CB2P AVOCATS;1 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 07 80;SYLVIE;AARPI - CB2P AVOCATS;;1 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 07 80;;SYLVIE
35187;MME MIREN GAILLARD;11 RUE SUFFREN;;33300;BORDEAUX;;;MME MIREN GAILLARD;;11 RUE SUFFREN;;33300;BORDEAUX;;;
35188;ARTEMIS COURTAGE;37 COURS DE VERDUN;;33000;BORDEAUX;05 57 30 16 98;PARADA;ARTEMIS COURTAGE;;37 COURS DE VERDUN;;33000;BORDEAUX;05 57 30 16 98;;PARADA
35189;MAIRIE DE CASTELNAU DE MEDOC;20 RUE DU CHATEAU;;33480;CASTELNAU DE MEDOC;05 56 58 21 50;POITIER;MAIRIE DE CASTELNAU DE MEDOC;;20 RUE DU CHATEAU;;33480;CASTELNAU DE MEDOC;05 56 58 21 50;;POITIER
35190;HESTIA CABINET IMMOBILIER  SAR;1C  AVENUE DU GENERAL DE GAULLE;;33290;BLANQUEFORT;05 56 95 55 70;PAGES;HESTIA CABINET IMMOBILIER  SAR;;1C  AVENUE DU GENERAL DE GAULLE;;33290;BLANQUEFORT;05 56 95 55 70;;PAGES
35192;SCM CENTRE LASER ET ESTHETIQUE;68 RUE DU PALAIS GALLIEN;5EME ETAGE;33000;BORDEAUX;05 56 79 77 10;SCM CENTRE LASER ET ESTHETIQUE;SCM CENTRE LASER ET ESTHETIQUE;;68 RUE DU PALAIS GALLIEN;5EME ETAGE;33000;BORDEAUX;05 56 79 77 10;;SCM CENTRE LASER ET ESTHETIQUE
35193;MONSIEUR DOMENGE FREDERIC;POLE MEDICAL 89;89 ROUTE DE SAINT MEDARD;33160;ST AUBIN DE MEDOC;;DOMENGE;MONSIEUR DOMENGE FREDERIC;;POLE MEDICAL 89;89 ROUTE DE SAINT MEDARD;33160;ST AUBIN DE MEDOC;;;DOMENGE
35194;PLCQS;68 CHEMIN DE PATOCHE;;33240;ST ANDRE DE CUBZAC;;LEBEGUE;PLCQS;;68 CHEMIN DE PATOCHE;;33240;ST ANDRE DE CUBZAC;;;LEBEGUE
35195;ADRONIEM;6 BIS RUE GERMINAL;;31400;TOULOUSE;;;LIBRAIRIE OMBRES BLANCHES;;9 RUE DES GESTES;;31000;TOULOUSE;;;
35196;AQUITAINE LASER;PASSAGE JEAN LOUIS ROSOOR;ROUTE DU CAEPE;33160;ST MEDARD EN JALLES;05 56 95 68 60;LE DANTEC;AQUITAINE LASER;;PASSAGE JEAN LOUIS ROSOOR;ROUTE DU CAEPE;33160;ST MEDARD EN JALLES;05 56 95 68 60;;BOUYER
35197;SOUFFLE D'ANGE;12 RUE JJ ROUSSEAU;;33340;LESPARRE MEDOC;05 56 41 62 88;CAUSSEQUE;SOUFFLE D'ANGE;;12 RUE JJ ROUSSEAU;;33340;LESPARRE MEDOC;05 56 41 62 88;;CAUSSEQUE
35198;CHATEAU REMANDINE;MR ET MME DUTRAIT;5 ROUTE DES PRADINES;33180;ST ESTEPHE;05 56 59 71 41;DUTRAIT;CHATEAU REMANDINE;;MR ET MME DUTRAIT;5 ROUTE DES PRADINES;33180;ST ESTEPHE;05 56 59 71 41;;DUTRAIT
35199;COLLEGE MAURICE CHASTANG;RUE DE LA TERRIERE;BP13;17240;ST GENIS DE SAINTONGE;;;COLLEGE MAURICE CHASTANG;;RUE DE LA TERRIERE;BP13;17240;ST GENIS DE SAINTONGE;;;
35200;ALISILAU;6 RUE HOMERE;;31500;TOULOUSE;;ALISILAU;ALISILAU;;6 RUE HOMERE;;31500;TOULOUSE;;;ALISILAU
35201;ATLANTIC DESIGN CONSTRUCTION F;41 RUE GUYNEMER;IMMEUBLE CAMELEON;33320;EYSINES;09.83.47.05.63;CARPENTIER;ATLANTIC DESIGN CONSTRUCTION F;;41 RUE GUYNEMER;IMMEUBLE CAMELEON;33320;EYSINES;09.83.47.05.63;;CARPENTIER
35202;EURL RINCON;349 AVENUE DU 11 NOVEMBRE;;33290;BLANQUEFORT;05 56 28 57 03;SENTOURENS;EURL RINCON;;349 AVENUE DU 11 NOVEMBRE;;33290;BLANQUEFORT;05 56 28 57 03;;GOURDEN
35203;FAUR' MATION;9 ALLEE DE SERR;;33100;BORDEAUX;05 56 31 03 10;PEREZ;FAUR' MATION;;9 ALLEE DE SERR;;33100;BORDEAUX;05 56 31 03 10;;PEREZ
35204;AIRESS AQUITAINE;87 QUAI DE BRAZZA;;33100;BORDEAUX;05 56 30 50 56;BROSSIER;AIRESS AQUITAINE;;87 QUAI DE BRAZZA;;33100;BORDEAUX;05 56 30 50 56;;BROSSIER
35205;VALOYS MEDOC SAS ORMALI;24 RUE DE MACAU;;33290;PAREMPUYRE;556451156;GUILLAUME;VALOYS MEDOC SAS ORMALI;;24 RUE DE MACAU;;33290;PAREMPUYRE;556451156;;GUILLAUME
35206;CABINET RAFFIER;3 RUE CHARLES CHAUMET;;33200;BORDEAUX;05 56 46 50 00;STEPHANIE;CABINET RAFFIER;;3 RUE CHARLES CHAUMET;;33200;BORDEAUX;05 56 46 50 00;;STEPHANIE
35207;DIVA BORDEAUX;34 QUAI DE BACALAN;;33300;BORDEAUX;05 56 69 62 30;CHANZY;DIVA BORDEAUX;;34 QUAI DE BACALAN;;33300;BORDEAUX;05 56 69 62 30;;CHANZY
35208;DOCTEUR GRIGNON;6 Rue du P�re Louis Jabrun;;33000;BORDEAUX;;SANDRINE;DOCTEUR GRIGNON;;6 Rue du P�re Louis Jabrun;;33000;BORDEAUX;;;SANDRINE
35209;MAIRIE DE BOIS;4 PLACE E LA MAIRIE;;17240;BOIS;05 46 49 82 24;LARGEAU;MAIRIE DE BOIS;;4 PLACE E LA MAIRIE;;17240;BOIS;05 46 49 82 24;;LARGEAU
35210;SARL CAJELIMO;MR NACEF;17 COURS ALSACE LORRAINE;33340;LESPARRE MEDOC;;;SARL CAJELIMO;;MR NACEF;17 COURS ALSACE LORRAINE;33340;LESPARRE MEDOC;;;
35211;DELTA SECURITY SOLUTIONS;RUE DES MOUSQUETAIRES;ESPACE ROND POINT DU BILAA CS20501;64238;LESCAR CEDEX;05 40 13 05 33;LAGARDE;DELTA SECURITY SOLUTIONS;;RUE DES MOUSQUETAIRES;ESPACE ROND POINT DU BILAA CS20501;64238;LESCAR CEDEX;05 40 13 05 33;;LAGARDE
35212;GROUPE AKSIS;6 QUAI DE PALUDATE;;33800;BORDEAUX;05 56 08 52 55;NOEL;GROUPE AKSIS;;6 QUAI DE PALUDATE;;33800;BORDEAUX;05 56 08 52 55;;NOEL
35213;DMRC DI MAIO ROBERT;36 AVENUE JEAN COCTEAU;;33700;MERIGNAC;;DI MAIO;DMRC DI MAIO ROBERT;;36 AVENUE JEAN COCTEAU;;33700;MERIGNAC;;;DI MAIO
35214;GARAGE MECA-SERVICE;9 ZONE D'ACTIVITES;;33112;ST LAURENT MEDOC;05 56 59 46 46;GARAGE MECA-SERVICE;GARAGE MECA-SERVICE;;9 ZONE D'ACTIVITES;;33112;ST LAURENT MEDOC;05 56 59 46 46;;GARAGE MECA-SERVICE
35215;SCEA LAGNEAUX-BLATON;CHATEAU PETIT BOCQ;3 RUE DE LA CROIX DE PEZ  - BP33;33180;ST ESTEPHE;05 56 59 35 69;SCEA LAGNEAUX-BLATON;SCEA LAGNEAUX-BLATON;;CHATEAU PETIT BOCQ;3 RUE DE LA CROIX DE PEZ  - BP33;33180;ST ESTEPHE;05 56 59 35 69;;SCEA LAGNEAUX-BLATON
35216;INNOVATION BOIS;337 RUE PASTEUR;;33200;BORDEAUX CAUDERAN;05 56 90 03 94;BONJEAN;INNOVATION BOIS;;337 RUE PASTEUR;;33200;BORDEAUX CAUDERAN;05 56 90 03 94;;BONJEAN
35217;CHATEAU GISCOURS;10 ROUTE DE GISCOURS;;33460;LABARDE;05 57 97 09 09;RAMIREZ;CHATEAU GISCOURS;;10 ROUTE DE GISCOURS;;33460;LABARDE;05 57 97 09 09;;RAMIREZ
35218;CE SAFRAN CERAMICS;SITE DU HAILLAN;LES 5 CHEMINS- RUE DE TOUBAN;33185;LE HAILLAN;05 57 20 87 13;CE SAFRAN CERAMICS;CE SAFRAN CERAMICS;;SITE DU HAILLAN;LES 5 CHEMINS- RUE DE TOUBAN;33185;LE HAILLAN;05 57 20 87 13;;CE SAFRAN CERAMICS
35219;CTD INSPECTION;13 RUE JEAN BAPTISTE PERRIN;ZA MERMOZ;33320;EYSINES;05 56 49 47 79;CANTORO;CTD INSPECTION;;13 RUE JEAN BAPTISTE PERRIN;ZA MERMOZ;33320;EYSINES;05 56 49 47 79;;CANTORO
35220;A.Y. GOURAUD SAS;13 RUE DU DR SCHWEITZER;;17500;JONZAC;05 46 48 10 32;A.Y. GOURAUD SAS;A.Y. GOURAUD SAS;;13 RUE DU DR SCHWEITZER;;17500;JONZAC;05 46 48 10 32;;A.Y. GOURAUD SAS
35221;EPB-ELECTRICITE PLOMBERIE BORD;3 BIS CHEMIN DE REIGNAC;;33450;ST LOUBES;;BRIOULET;EPB-ELECTRICITE PLOMBERIE BORD;;3 BIS CHEMIN DE REIGNAC;;33450;ST LOUBES;;;BRIOULET
35222;MAITRE DENIS DUBURCH - AVOCAT;42 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 57 14 05 05;MAITRE DENIS DUBURCH - AVOCAT;MAITRE DENIS DUBURCH - AVOCAT;;42 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 57 14 05 05;;MAITRE DENIS DUBURCH - AVOCAT
35223;CENTRE MEDICAL ALINGO;54 COURS DES FOSSES;;33210;LANGON;05 56 62 33 30;BAIONA;CENTRE MEDICAL ALINGO;;54 COURS DES FOSSES;;33210;LANGON;05 56 62 33 30;;BAIONA
35224;ORNON NATATION;COMPLEXE DE LA PISCINE OLYMPIQUE;145 ROUTE DE LEOGNAN;33140;VILLENAVE D ORNON;;COTTON;ORNON NATATION;;COMPLEXE DE LA PISCINE OLYMPIQUE;145 ROUTE DE LEOGNAN;33140;VILLENAVE D ORNON;;;COTTON
35225;IMMERSION;3 RUE RAYMOND LAVIGNE;;33100;BORDEAUX;05 57 54 17 00;FRAYSSINET;IMMERSION;;3 RUE RAYMOND LAVIGNE;;33100;BORDEAUX;05 57 54 17 00;;FRAYSSINET
35226;MARION CRECENT - AVOCAT;133 RUE LECOQ;;33000;BORDEAUX;;MARION CRECENT - AVOCAT;MARION CRECENT - AVOCAT;;133 RUE LECOQ;;33000;BORDEAUX;;;MARION CRECENT - AVOCAT
35227;AB DIAGNOSTICS;21 CHEMIN DE CITON;;33360;LATRESNE;;AMBLARD;AB DIAGNOSTICS;;21 CHEMIN DE CITON;;33360;LATRESNE;;;AMBLARD
35228;ALTO INGENIERIE;36-40 RUE DE LA ROUSSELLE;;33000;BORDEAUX;05 57 10 88 75;PROUST;ALTO INGENIERIE;;36-40 RUE DE LA ROUSSELLE;;33000;BORDEAUX;05 57 10 88 75;;PROUST
35229;PHARMACIE DES PORTES DU MEDOC;285 ROUTE DE PAUILLAC;CTRE COMMERCIAL LECLERC;33290;LE PIAN MEDOC;05 56 57 06 22;PHARMACIE DES PORTES DU MEDOC;PHARMACIE DES PORTES DU MEDOC;;285 ROUTE DE PAUILLAC;CTRE COMMERCIAL LECLERC;33290;LE PIAN MEDOC;05 56 57 06 22;06 10 25 67 31 comptable;PHARMACIE DES PORTES DU MEDOC
35230;FMC CLIMATISATION;2 RUE GALILEE;;33185;LE HAILLAN;05 33 89 12 40;DELPHINE CAZENAVE;FMC CLIMATISATION;;2 RUE GALILEE;;33185;LE HAILLAN;05 33 89 12 40;;DELPHINE CAZENAVE
35231;PGI ABP POLE DE GESTION IMMOBI;74-75 QUAI DES CHARTRONS;;33300;BORDEAUX;05 57 14 07 77;WATTERLOT;PGI ABP POLE DE GESTION IMMOBI;;74-75 QUAI DES CHARTRONS;;33300;BORDEAUX;05 57 14 07 77;;WATTERLOT
35232;H.E.A 33;18 Platon;;33670;SADIRAC;05 56 78 96 81;DONNEGER;H.E.A 33;;18 Platon;;33670;SADIRAC;05 56 78 96 81;;DONNEGER
35233;EMPLOI DOMICILE SERVICE;13 CHEMIN DU PLESSIS;;33360;CAMBLANES ET MEYNAC;556207282;ARNAUD;EMPLOI DOMICILE SERVICE;;13 CHEMIN DU PLESSIS;;33360;CAMBLANES ET MEYNAC;556207282;;ARNAUD
35235;CHATEAU DE COME;LIEU DIT LES PRADINES;;33180;ST ESTEPHE;05 57 75 05 98;CHATEAU DE COME;CHATEAU DE COME;;LIEU DIT LES PRADINES;;33180;ST ESTEPHE;05 57 75 05 98;;CHATEAU DE COME
35236;SMS;36 AVENUE LABARDE;;33300;BORDEAUX;05 57 93 04 64;SMS;SMS;;36 AVENUE LABARDE;;33300;BORDEAUX;05 57 93 04 64;;SMS
